12772 0.0  AUX --> do
1 0.0  NN --> goofball
1 0.0  NN --> goofygoof
1 0.0  NN --> goofygoofygoof
1 0.0  NN --> goosey
1 0.0  NN --> gooseygoose
1 0.0  NN --> gopher
1 0.0  NN --> gosst
1 0.0  NN --> gouda
1 0.0  NN --> graham
1 0.0  NN --> grahamcracker
1 0.0  NN --> grampa
1 0.0  NN --> grandaddy
1 0.0  NN --> grapevine
1 0.0  NN --> grasp
1 0.0  NN --> grave
1 0.0  NN --> greatscot
1 0.0  NN --> greenery
1 0.0  NN --> gremlin
1 0.0  NN --> grenade
1 0.0  NN --> grey
1 0.0  NN --> griller
1 0.0  NN --> grizzly
1 0.0  NN --> growling
1 0.0  NN --> grumpy
1 0.0  NN --> guest
1 0.0  NN --> gumball
1 0.0  NN --> gwass
1 0.0  NN --> gymnast
1 0.0  NN --> hammac
1 0.0  NN --> hampster
1 0.0  NN --> handsome
1 0.0  NN --> handy
1 0.0  NN --> hankering
1 0.0  NN --> happy
1 0.0  NN --> hardware
1 0.0  NN --> harvard_square
1 0.0  NN --> hassock
1 0.0  NN --> haybine
1 0.0  NN --> hayloft
1 0.0  NN --> headlight
1 0.0  NN --> hear
1 0.0  NN --> heartbeat
1 0.0  NN --> heavy
1 0.0  NN --> hedehog
1 0.0  NN --> hehehehehe
1 0.0  NN --> hell
1 0.0  NN --> hellion
1 0.0  NN --> her
1 0.0  NN --> hero
1 0.0  NN --> hideandseek
1 0.0  NN --> hiding
1 0.0  NN --> highlight
1 0.0  NN --> highway
1 0.0  NN --> hinge
1 0.0  NN --> hip
1 0.0  NN --> his
1 0.0  NN --> hit
1 0.0  NN --> hitting
1 0.0  NN --> hmhm
1 0.0  NN --> hobo
1 0.0  NN --> hog
1 0.0  NN --> homework
1 0.0  NN --> honcho
1 0.0  NN --> honeybee
1 0.0  NN --> honeybun
1 0.0  NN --> honeymoon
1 0.0  NN --> hooks
1 0.0  NN --> horseback
1 0.0  NN --> hossie
1 0.0  NN --> housework
1 0.0  NN --> hummburger
1 0.0  NN --> humor
1 0.0  NN --> humorus
1 0.0  NN --> hump
1 0.0  NN --> hunt
1 0.0  NN --> hunter
1 0.0  NN --> hurricane
1 0.0  NN --> icecube
1 0.0  NN --> iceskate
1 0.0  NN --> ignition
1 0.0  NN --> il
1 0.0  NN --> imp
1 0.0  NN --> impression
1 0.0  NN --> improvement
1 0.0  NN --> impulse
1 0.0  NN --> incense
1 0.0  NN --> inch
1 0.0  NN --> inflection
1 0.0  NN --> influence
1 0.0  NN --> instance
1 0.0  NN --> institution
1 0.0  NN --> instruction
1 0.0  NN --> insurance
1 0.0  NN --> intelligence
1 0.0  NN --> interaction
1 0.0  NN --> is
1 0.0  NN --> itsybitsyspider
1 0.0  NN --> ivy
1 0.0  NN --> jack_o_lantern
1 0.0  NN --> jackolantern
1 0.0  NN --> jadec
1 0.0  NN --> jaguar
1 0.0  NN --> jaundice
1 0.0  NN --> jerk
1 0.0  NN --> jest
1 0.0  NN --> jl
1 0.0  NN --> jockey
1 0.0  NN --> joseph
1 0.0  NN --> juicy
1 0.0  NN --> jumper
1 0.0  NN --> junior
1 0.0  NN --> justice
1 0.0  NN --> kaboom
1 0.0  NN --> kicker
1 0.0  NN --> kinda
1 0.0  NN --> kindergardener
1 0.0  NN --> kisser
1 0.0  NN --> kisses
1 0.0  NN --> kissy
1 0.0  NN --> kl
1 0.0  NN --> knight
1 0.0  NN --> knockerdowner
1 0.0  NN --> knowledge
1 0.0  NN --> kook
1 0.0  NN --> la
1 0.0  NN --> lad
1 0.0  NN --> lakingc
1 0.0  NN --> lamplight
1 0.0  NN --> landlady
1 0.0  NN --> landscape
1 0.0  NN --> lapel
1 0.0  NN --> lasagne
1 0.0  NN --> lasso
1 0.0  NN --> late
1 0.0  NN --> laughter
1 0.0  NN --> law
1 0.0  NN --> layer
1 0.0  NN --> leader
1 0.0  NN --> learning
1 0.0  NN --> leash
1 0.0  NN --> leave
1 0.0  NN --> ledge
1 0.0  NN --> leggie
1 0.0  NN --> legging
1 0.0  NN --> leggings
1 0.0  NN --> lens
1 0.0  NN --> leotard
1 0.0  NN --> lessbetoilc
1 0.0  NN --> let
1 0.0  NN --> lick
1 0.0  NN --> lifetime
1 0.0  NN --> like
1 0.0  NN --> likeness
1 0.0  NN --> liking
1 0.0  NN --> lime
1 0.0  NN --> limit
1 0.0  NN --> limp
1 0.0  NN --> lion_fishc
1 0.0  NN --> listing
1 0.0  NN --> littlest
1 0.0  NN --> ll
1 0.0  NN --> longsleeve
1 0.0  NN --> looftyloo
1 0.0  NN --> loom
1 0.0  NN --> loose
1 0.0  NN --> looseygoose
1 0.0  NN --> loser
1 0.0  NN --> lott
1 0.0  NN --> lounge
1 0.0  NN --> loveydove
1 0.0  NN --> lulu
1 0.0  NN --> luxury
1 0.0  NN --> lying
1 0.0  NN --> maam
1 0.0  NN --> madness
1 0.0  NN --> mailing
1 0.0  NN --> mailperson
1 0.0  NN --> mailwoman
1 0.0  NN --> major
1 0.0  NN --> make
1 0.0  NN --> maker
1 0.0  NN --> making
1 0.0  NN --> mallard
1 0.0  NN --> mamamama
1 0.0  NN --> mamamamommy
1 0.0  NN --> march
1 0.0  NN --> margarine
1 0.0  NN --> mariana
1 0.0  NN --> marmar
1 0.0  NN --> maryse
1 0.0  NN --> matching
1 0.0  NN --> meadowlark
1 0.0  NN --> measurer
1 0.0  NN --> member
1 0.0  NN --> men
1 0.0  NN --> meowing
1 0.0  NN --> merry
1 0.0  NN --> mesh
1 0.0  NN --> mic
1 0.0  NN --> mile
1 0.0  NN --> mill
1 0.0  NN --> mimc
1 0.0  NN --> mime
1 0.0  NN --> miner
1 0.0  NN --> mining
1 0.0  NN --> miracle
1 0.0  NN --> misadventure
1 0.0  NN --> mitten
1 0.0  NN --> mixing
1 0.0  NN --> mm
1 0.0  NN --> mmhmm
1 0.0  NN --> mmo
1 0.0  NN --> mmwednesday
1 0.0  NN --> mob
1 0.0  NN --> modesty
1 0.0  NN --> momentum
1 0.0  NN --> mommmy
1 0.0  NN --> monitor
1 0.0  NN --> morse
1 0.0  NN --> most
1 0.0  NN --> mot
1 0.0  NN --> motel
1 0.0  NN --> mothers
1 0.0  NN --> motorscooter
1 0.0  NN --> mousey
1 0.0  NN --> mover
1 0.0  NN --> mower
1 0.0  NN --> munchiemunchiecoon
1 0.0  NN --> murder
1 0.0  NN --> mushy
1 0.0  NN --> mystery
1 0.0  NN --> nakedness
1 0.0  NN --> naming
1 0.0  NN --> nanis
1 0.0  NN --> nazb
1 0.0  NN --> nectar
1 0.0  NN --> need
1 0.0  NN --> neighbor
1 0.0  NN --> nerve
1 0.0  NN --> nighnight
1 0.0  NN --> nightie
1 0.0  NN --> nightnighty
1 0.0  NN --> nightshirt
1 0.0  NN --> nineteen
1 0.0  NN --> nion
1 0.0  NN --> nip_napc
1 0.0  NN --> nockwonb
1 0.0  NN --> nod
1 0.0  NN --> noggin
1 0.0  NN --> noises
1 0.0  NN --> nono
1 0.0  NN --> nookwp
1 0.0  NN --> noon
1 0.0  NN --> noontime
1 0.0  NN --> nosenosenose
1 0.0  NN --> notion
1 0.0  NN --> nourishment
1 0.0  NN --> novel
1 0.0  NN --> nudget
1 0.0  NN --> nudist
1 0.0  NN --> nuisance
1 0.0  NN --> nuttin
1 0.0  NN --> o'_clock
1 0.0  NN --> o'clock
1 0.0  NN --> oak
1 0.0  NN --> oboe
1 0.0  NN --> octagon
1 0.0  NN --> offense
1 0.0  NN --> oj
1 0.0  NN --> once
1 0.0  NN --> ones
1 0.0  NN --> onesie
1 0.0  NN --> onesway
1 0.0  NN --> oop
1 0.0  NN --> opossum
1 0.0  NN --> orangeade
1 0.0  NN --> orchid
1 0.0  NN --> outfits
1 0.0  NN --> outline
1 0.0  NN --> overlap
1 0.0  NN --> owner
1 0.0  NN --> oyster
1 0.0  NN --> packandplay
1 0.0  NN --> paddywack
1 0.0  NN --> painter
1 0.0  NN --> pancakes
1 0.0  NN --> panic
1 0.0  NN --> panthole
1 0.0  NN --> paperboy
1 0.0  NN --> par
1 0.0  NN --> parachute
1 0.0  NN --> parasol
1 0.0  NN --> parenting
1 0.0  NN --> parka
1 0.0  NN --> parmesan
1 0.0  NN --> partying
1 0.0  NN --> pass
1 0.0  NN --> passive
1 0.0  NN --> patrol
1 0.0  NN --> pattern
1 0.0  NN --> paycheck
1 0.0  NN --> peek
1 0.0  NN --> peepee
1 0.0  NN --> peetzeela
1 0.0  NN --> penetration
1 0.0  NN --> penis
1 0.0  NN --> pentagon
1 0.0  NN --> pep
1 0.0  NN --> personnel
1 0.0  NN --> perspective
1 0.0  NN --> petal
1 0.0  NN --> phd
1 0.0  NN --> phony
1 0.0  NN --> pick
1 0.0  NN --> pickup
1 0.0  NN --> pieces
1 0.0  NN --> piggieback
1 0.0  NN --> piggybank
1 0.0  NN --> pigletta
1 0.0  NN --> pigtail
1 0.0  NN --> pigtails
1 0.0  NN --> pimple
1 0.0  NN --> pinafore
1 0.0  NN --> ping_pongc
1 0.0  NN --> pingpong
1 0.0  NN --> pinky^rose
1 0.0  NN --> pirate
1 0.0  NN --> pistol
1 0.0  NN --> pit
1 0.0  NN --> pitch
1 0.0  NN --> placement
1 0.0  NN --> plantation
1 0.0  NN --> planter
1 0.0  NN --> play_ground
1 0.0  NN --> playbed
1 0.0  NN --> playday
1 0.0  NN --> playsoc
1 0.0  NN --> plop
1 0.0  NN --> plugger
1 0.0  NN --> plunge
1 0.0  NN --> pluralization
1 0.0  NN --> plus
1 0.0  NN --> po
1 0.0  NN --> pod
1 0.0  NN --> pogo
1 0.0  NN --> poise
1 0.0  NN --> poke
1 0.0  NN --> polar
1 0.0  NN --> politician
1 0.0  NN --> poo_poo
1 0.0  NN --> poo_poof
1 0.0  NN --> pookie
1 0.0  NN --> pooty
1 0.0  NN --> pops
1 0.0  NN --> porcelain
1 0.0  NN --> porkchop
1 0.0  NN --> porridge
1 0.0  NN --> postdoc
1 0.0  NN --> postman
1 0.0  NN --> posy
1 0.0  NN --> poultry
1 0.0  NN --> pourer
1 0.0  NN --> pout
1 0.0  NN --> practicing
1 0.0  NN --> preschooler
1 0.0  NN --> priest
1 0.0  NN --> prince
1 0.0  NN --> principal
1 0.0  NN --> principle
1 0.0  NN --> production
1 0.0  NN --> promise
1 0.0  NN --> psychology
1 0.0  NN --> pterodactyl
1 0.0  NN --> publication
1 0.0  NN --> pull
1 0.0  NN --> pumpkinpie
1 0.0  NN --> punk
1 0.0  NN --> pup
1 0.0  NN --> pusher
1 0.0  NN --> pushing
1 0.0  NN --> pushup
1 0.0  NN --> puss
1 0.0  NN --> pyramid
1 0.0  NN --> quail
1 0.0  NN --> quickpick
1 0.0  NN --> quieter
1 0.0  NN --> quiz
1 0.0  NN --> r
1 0.0  NN --> rafts
1 0.0  NN --> rail
1 0.0  NN --> railway
1 0.0  NN --> raincloud
1 0.0  NN --> raindrop
1 0.0  NN --> raisin
1 0.0  NN --> rally
1 0.0  NN --> rambler
1 0.0  NN --> ranch
1 0.0  NN --> ranedn
1 0.0  NN --> rattlesnake
1 0.0  NN --> raven
1 0.0  NN --> raviolis
1 0.0  NN --> reach
1 0.0  NN --> reaching
1 0.0  NN --> reaction
1 0.0  NN --> rearranging
1 0.0  NN --> receipt
1 0.0  NN --> reception
1 0.0  NN --> recharge
1 0.0  NN --> recognition
1 0.0  NN --> record_phonec
1 0.0  NN --> rejects
1 0.0  NN --> relative
1 0.0  NN --> relish
1 0.0  NN --> remote
1 0.0  NN --> remover
1 0.0  NN --> rendition
1 0.0  NN --> report
1 0.0  NN --> reservoir
1 0.0  NN --> respite
1 0.0  NN --> responsibility
1 0.0  NN --> result
1 0.0  NN --> reunion
1 0.0  NN --> ricecake
1 0.0  NN --> riding
1 0.0  NN --> ridinghood
1 0.0  NN --> ringmaster
1 0.0  NN --> rip
1 0.0  NN --> roadblock
1 0.0  NN --> roam
1 0.0  NN --> roastbeef
1 0.0  NN --> rock_a_bye
1 0.0  NN --> rodeo
1 0.0  NN --> rollingrolling
1 0.0  NN --> rooftop
1 0.0  NN --> rosebud
1 0.0  NN --> rowboat
1 0.0  NN --> rubbage
1 0.0  NN --> rudder
1 0.0  NN --> running
1 0.0  NN --> sack
1 0.0  NN --> sacrament
1 0.0  NN --> safety
1 0.0  NN --> sailboats
1 0.0  NN --> sailing
1 0.0  NN --> sailingboat
1 0.0  NN --> salesman
1 0.0  NN --> salon
1 0.0  NN --> saltersc
1 0.0  NN --> sample
1 0.0  NN --> sandman
1 0.0  NN --> sandpaper
1 0.0  NN --> sandy
1 0.0  NN --> satin
1 0.0  NN --> schoolhouse
1 0.0  NN --> scoop
1 0.0  NN --> scoot
1 0.0  NN --> scootie
1 0.0  NN --> scorpion
1 0.0  NN --> scotchtape
1 0.0  NN --> scotty
1 0.0  NN --> scottyc
1 0.0  NN --> scratcher
1 0.0  NN --> screaming
1 0.0  NN --> seafood
1 0.0  NN --> seasoning
1 0.0  NN --> seatbelt
1 0.0  NN --> seaweed
1 0.0  NN --> secretary
1 0.0  NN --> section
1 0.0  NN --> security
1 0.0  NN --> selection
1 0.0  NN --> sequence
1 0.0  NN --> setting
1 0.0  NN --> seventeenth
1 0.0  NN --> seventh
1 0.0  NN --> shag
1 0.0  NN --> sheepdog
1 0.0  NN --> shepherd
1 0.0  NN --> sherbet
1 0.0  NN --> shine
1 0.0  NN --> shiner
1 0.0  NN --> shirtie
1 0.0  NN --> shlubble
1 0.0  NN --> shoey
1 0.0  NN --> shore
1 0.0  NN --> shortsleever
1 0.0  NN --> shrub
1 0.0  NN --> sick
1 0.0  NN --> sickness
1 0.0  NN --> sifter
1 0.0  NN --> sigh
1 0.0  NN --> sill
1 0.0  NN --> sillysilly
1 0.0  NN --> silver
1 0.0  NN --> singer_testc
1 0.0  NN --> sis
1 0.0  NN --> sissie
1 0.0  NN --> sitting
1 0.0  NN --> situation
1 0.0  NN --> sixpence
1 0.0  NN --> skeleton
1 0.0  NN --> skiing
1 0.0  NN --> skillet
1 0.0  NN --> skull
1 0.0  NN --> skyline
1 0.0  NN --> slant
1 0.0  NN --> slap
1 0.0  NN --> slave
1 0.0  NN --> sleeping
1 0.0  NN --> sleepyheady
1 0.0  NN --> slick
1 0.0  NN --> slidedn
1 0.0  NN --> slides
1 0.0  NN --> slit
1 0.0  NN --> sliver
1 0.0  NN --> smartie
1 0.0  NN --> smarty
1 0.0  NN --> smiley
1 0.0  NN --> smoothie
1 0.0  NN --> snooze
1 0.0  NN --> snowmen
1 0.0  NN --> soakie
1 0.0  NN --> socket
1 0.0  NN --> sockie
1 0.0  NN --> softball
1 0.0  NN --> solo
1 0.0  NN --> someday
1 0.0  NN --> sophomore
1 0.0  NN --> sore
1 0.0  NN --> sorter
1 0.0  NN --> south
1 0.0  NN --> spaghettis
1 0.0  NN --> spaniel
1 0.0  NN --> spare
1 0.0  NN --> sparrow
1 0.0  NN --> speaker
1 0.0  NN --> specialization
1 0.0  NN --> speck
1 0.0  NN --> speed
1 0.0  NN --> spelling
1 0.0  NN --> spill
1 0.0  NN --> spitter
1 0.0  NN --> splashing
1 0.0  NN --> spool
1 0.0  NN --> sputie
1 0.0  NN --> spyglass
1 0.0  NN --> squabble
1 0.0  NN --> squeal
1 0.0  NN --> squealer
1 0.0  NN --> squeeze
1 0.0  NN --> squeezer
1 0.0  NN --> squirmc
1 0.0  NN --> squirmer
1 0.0  NN --> squirt
1 0.0  NN --> stable
1 0.0  NN --> stain
1 0.0  NN --> stander
1 0.0  NN --> staple
1 0.0  NN --> stapler
1 0.0  NN --> starter
1 0.0  NN --> steamroller
1 0.0  NN --> steamshovel
1 0.0  NN --> stereo
1 0.0  NN --> sticky
1 0.0  NN --> stickystick
1 0.0  NN --> stile
1 0.0  NN --> stole
1 0.0  NN --> stomachache
1 0.0  NN --> stowaway
1 0.0  NN --> stress
1 0.0  NN --> stretching
1 0.0  NN --> striation
1 0.0  NN --> strike
1 0.0  NN --> stripe
1 0.0  NN --> stripies
1 0.0  NN --> striptease
1 0.0  NN --> stubborn
1 0.0  NN --> stump
1 0.0  NN --> stylus
1 0.0  NN --> substance
1 0.0  NN --> succession
1 0.0  NN --> sucker
1 0.0  NN --> sucky
1 0.0  NN --> summary
1 0.0  NN --> summertime
1 0.0  NN --> sunbath
1 0.0  NN --> sundae
1 0.0  NN --> sunroof
1 0.0  NN --> sunset
1 0.0  NN --> support
1 0.0  NN --> surface
1 0.0  NN --> survey
1 0.0  NN --> sweaty
1 0.0  NN --> sweatyhead
1 0.0  NN --> sweetiewee
1 0.0  NN --> sweetness
1 0.0  NN --> swell
1 0.0  NN --> swig
1 0.0  NN --> swinging
1 0.0  NN --> switch
1 0.0  NN --> symbol
1 0.0  NN --> sympathy
1 0.0  NN --> syndrome
1 0.0  NN --> syringe
1 0.0  NN --> taffy
1 0.0  NN --> take
1 0.0  NN --> tale
1 0.0  NN --> talent
1 0.0  NN --> tan
1 0.0  NN --> tangerine
1 0.0  NN --> taper
1 0.0  NN --> tapshoe
1 0.0  NN --> teakettle
1 0.0  NN --> teaser
1 0.0  NN --> teepee
1 0.0  NN --> teepeeb
1 0.0  NN --> teeshirts
1 0.0  NN --> teething
1 0.0  NN --> telegraph
1 0.0  NN --> telemarketer
1 0.0  NN --> temp[erature]
1 0.0  NN --> tender
1 0.0  NN --> tenoften
1 0.0  NN --> tension
1 0.0  NN --> terrain
1 0.0  NN --> terrible
1 0.0  NN --> the_beautiful_lion
1 0.0  NN --> them
1 0.0  NN --> then
1 0.0  NN --> thermostat
1 0.0  NN --> thickness
1 0.0  NN --> things
1 0.0  NN --> thrill
1 0.0  NN --> tickletickletickle
1 0.0  NN --> tickleytickley
1 0.0  NN --> timer
1 0.0  NN --> timing
1 0.0  NN --> toad
1 0.0  NN --> toadstool
1 0.0  NN --> toddler
1 0.0  NN --> toetoe
1 0.0  NN --> tom_tom_tomb
1 0.0  NN --> tomorow
1 0.0  NN --> tone
1 0.0  NN --> tortion
1 0.0  NN --> tortoise
1 0.0  NN --> toughy
1 0.0  NN --> tractortrailer
1 0.0  NN --> training
1 0.0  NN --> tranquilizer
1 0.0  NN --> transcript
1 0.0  NN --> trapeze
1 0.0  NN --> tread
1 0.0  NN --> treating
1 0.0  NN --> tribulation
1 0.0  NN --> trim
1 0.0  NN --> troll
1 0.0  NN --> trombone
1 0.0  NN --> trot
1 0.0  NN --> tshirt
1 0.0  NN --> tubo
1 0.0  NN --> tune
1 0.0  NN --> turntable
1 0.0  NN --> turquoise
1 0.0  NN --> tutu
1 0.0  NN --> tuv
1 0.0  NN --> tweettweet
1 0.0  NN --> tweettweettweettweet
1 0.0  NN --> twelvethirty
1 0.0  NN --> twelvetwenty
1 0.0  NN --> twine
1 0.0  NN --> twosome
1 0.0  NN --> typewriter
1 0.0  NN --> udder
1 0.0  NN --> uhoh
1 0.0  NN --> umyumyum
1 0.0  NN --> underdog
1 0.0  NN --> unemployment
1 0.0  NN --> up
1 0.0  NN --> ursula
1 0.0  NN --> vaccine
1 0.0  NN --> vaccuum
1 0.0  NN --> value
1 0.0  NN --> variety
1 0.0  NN --> vcr
1 0.0  NN --> veil
1 0.0  NN --> velcro
1 0.0  NN --> vessel
1 0.0  NN --> victim
1 0.0  NN --> victory
1 0.0  NN --> view
1 0.0  NN --> violet
1 0.0  NN --> vision
1 0.0  NN --> vulture
1 0.0  NN --> waffle
1 0.0  NN --> waiting
1 0.0  NN --> walker
1 0.0  NN --> walking
1 0.0  NN --> wallpaper
1 0.0  NN --> walltainerc
1 0.0  NN --> wappeloc
1 0.0  NN --> washing_machine
1 0.0  NN --> wastepaper
1 0.0  NN --> waterspout
1 0.0  NN --> weakling
1 0.0  NN --> weapon
1 0.0  NN --> wear
1 0.0  NN --> web
1 0.0  NN --> web^page
1 0.0  NN --> webpage
1 0.0  NN --> wednesday
1 0.0  NN --> weeweed
1 0.0  NN --> west
1 0.0  NN --> whatchu
1 0.0  NN --> whatie
1 0.0  NN --> whiner
1 0.0  NN --> whining
1 0.0  NN --> whip
1 0.0  NN --> whipping
1 0.0  NN --> whisker
1 0.0  NN --> whiz
1 0.0  NN --> whoa
1 0.0  NN --> whoopsie
1 0.0  NN --> whoosit
1 0.0  NN --> whosejigger
1 0.0  NN --> wiggle
1 0.0  NN --> wigglerwigglerwiggler
1 0.0  NN --> windowsill
1 0.0  NN --> wise
1 0.0  NN --> woodchuck
1 0.0  NN --> woodwork
1 0.0  NN --> workbench
1 0.0  NN --> workout
1 0.0  NN --> worrying
1 0.0  NN --> would
1 0.0  NN --> wreath
1 0.0  NN --> wrecker
1 0.0  NN --> writer
1 0.0  NN --> x_ray
1 0.0  NN --> y
1 0.0  NN --> yabba_dabba_doo
1 0.0  NN --> yay
1 0.0  NN --> yearbook
1 0.0  NN --> yip
1 0.0  NN --> yours
1 0.0  NN --> yum
1 0.0  NN --> yummy
1 0.0  NN --> zest
1 0.0  NN --> zippering
1 0.0  NN --> zither
1 0.0  NN --> zookeeper
1 0.0  NN --> zoomer
1 0.0  NN --> zoomzoom
1 0.0  NN --> zzz
1493 0.0  NNP --> sarah
988 0.0  NNP --> mommy
863 0.0  NNP --> nina
793 0.0  NNP --> adam
692 0.0  NNP --> child
666 0.0  NNP --> eve
621 0.0  NNP --> joseph
568 0.0  NNP --> daddy
488 0.0  NNP --> chi
336 0.0  NNP --> catherine
325 0.0  NNP --> paul
276 0.0  NNP --> christmas
265 0.0  NNP --> fraser
260 0.0  NNP --> thomas
230 0.0  NNP --> mom
212 0.0  NNP --> investigator
200 0.0  NNP --> santa_claus
189 0.0  NNP --> nana
183 0.0  NNP --> mummy
176 0.0  NNP --> honey
174 0.0  NNP --> papa
169 0.0  NNP --> nonna
161 0.0  NNP --> al
161 0.0  NNP --> mr
159 0.0  NNP --> theo
155 0.0  NNP --> kent
155 0.0  NNP --> linda
153 0.0  NNP --> robin
145 0.0  NNP --> ursula
135 0.0  NNP --> chantilly
123 0.0  NNP --> mama
113 0.0  NNP --> observer
111 0.0  NNP --> maggie
107 0.0  NNP --> donna
104 0.0  NNP --> ann_marie
102 0.0  NNP --> bugs
93 0.0  NNP --> michael
93 0.0  NNP --> spencer
90 0.0  NNP --> becky
88 0.0  NNP --> uncle
87 0.0  NNP --> snoopy
85 0.0  NNP --> gail
83 0.0  NNP --> courtney
83 0.0  NNP --> mrs
81 0.0  NNP --> sunday
80 0.0  NNP --> cromer
78 0.0  NNP --> gloria
76 0.0  NNP --> bl
74 0.0  NNP --> dl
72 0.0  NNP --> melissa
72 0.0  NNP --> rachel
72 0.0  NNP --> sis
71 0.0  NNP --> auntie
70 0.0  NNP --> millisandy
69 0.0  NNP --> becca
66 0.0  NNP --> mary
66 0.0  NNP --> miriam
65 0.0  NNP --> cl
65 0.0  NNP --> david
65 0.0  NNP --> friday
63 0.0  NNP --> saturday
62 0.0  NNP --> ari
60 0.0  NNP --> ol
59 0.0  NNP --> charlie
59 0.0  NNP --> el
58 0.0  NNP --> tommy
58 0.0  NNP --> wednesday
58 0.0  NNP --> wood
57 0.0  NNP --> brian
57 0.0  NNP --> diandra
57 0.0  NNP --> grandma
56 0.0  NNP --> santa
56 0.0  NNP --> sl
55 0.0  NNP --> god
55 0.0  NNP --> rl
54 0.0  NNP --> easter
54 0.0  NNP --> halloween
54 0.0  NNP --> mike
53 0.0  NNP --> baby
53 0.0  NNP --> justin
53 0.0  NNP --> parent
53 0.0  NNP --> sweetie
52 0.0  NNP --> bozo
52 0.0  NNP --> bro
50 0.0  NNP --> elizabeth
49 0.0  NNP --> dolly
49 0.0  NNP --> leila
48 0.0  NNP --> hl
48 0.0  NNP --> momma
47 0.0  NNP --> bam_bam
47 0.0  NNP --> tl
46 0.0  NNP --> band_aid
46 0.0  NNP --> nonno
46 0.0  NNP --> pierre
45 0.0  NNP --> george
45 0.0  NNP --> sara
44 0.0  NNP --> betty
44 0.0  NNP --> peter
44 0.0  NNP --> sandra
43 0.0  NNP --> marie
42 0.0  NNP --> colin
42 0.0  NNP --> dad
42 0.0  NNP --> monday
41 0.0  NNP --> bobof
41 0.0  NNP --> boston
41 0.0  NNP --> miss
41 0.0  NNP --> richard
40 0.0  NNP --> chatty_baby
40 0.0  NNP --> grampy
39 0.0  NNP --> jim
39 0.0  NNP --> joe
39 0.0  NNP --> playdough
38 0.0  NNP --> ears
38 0.0  NNP --> gl
38 0.0  NNP --> ma
37 0.0  NNP --> aunt_dot
37 0.0  NNP --> barnes
37 0.0  NNP --> karen
37 0.0  NNP --> mikey
37 0.0  NNP --> pl
37 0.0  NNP --> sister
36 0.0  NNP --> mickey
36 0.0  NNP --> nicholas
36 0.0  NNP --> nicky
35 0.0  NNP --> carol
34 0.0  NNP --> arthur
34 0.0  NNP --> bobby
34 0.0  NNP --> il
34 0.0  NNP --> mariana
34 0.0  NNP --> mister
34 0.0  NNP --> nl
33 0.0  NNP --> anne
33 0.0  NNP --> dear
32 0.0  NNP --> big
32 0.0  NNP --> danny
32 0.0  NNP --> indian
31 0.0  NNP --> bird
31 0.0  NNP --> ml
30 0.0  NNP --> bob
30 0.0  NNP --> heather
30 0.0  NNP --> jo_ann
30 0.0  NNP --> lassie
30 0.0  NNP --> mel
29 0.0  NNP --> donny
29 0.0  NNP --> georgie
29 0.0  NNP --> humm
29 0.0  NNP --> maryse
29 0.0  NNP --> pebbles
29 0.0  NNP --> teddy
29 0.0  NNP --> tickles
29 0.0  NNP --> tuesday
28 0.0  NNP --> beth
28 0.0  NNP --> bud
28 0.0  NNP --> mother
28 0.0  NNP --> sandy
27 0.0  NNP --> barbara
27 0.0  NNP --> easter_bunny
27 0.0  NNP --> tanya
26 0.0  NNP --> blitzen
26 0.0  NNP --> bobo
26 0.0  NNP --> dick
26 0.0  NNP --> fl
26 0.0  NNP --> italy
26 0.0  NNP --> park
26 0.0  NNP --> thursday
25 0.0  NNP --> ernie
25 0.0  NNP --> frank
25 0.0  NNP --> july
25 0.0  NNP --> kathy
25 0.0  NNP --> tom
25 0.0  NNP --> ul
24 0.0  NNP --> a
24 0.0  NNP --> blanche
24 0.0  NNP --> california
24 0.0  NNP --> erin
24 0.0  NNP --> granny
24 0.0  NNP --> jack
24 0.0  NNP --> kl
24 0.0  NNP --> lastname
24 0.0  NNP --> noah
24 0.0  NNP --> shannon
24 0.0  NNP --> wl
23 0.0  NNP --> ann
23 0.0  NNP --> arlo
23 0.0  NNP --> darling
23 0.0  NNP --> jerry
23 0.0  NNP --> judy
23 0.0  NNP --> melissi
23 0.0  NNP --> mumma
23 0.0  NNP --> p
23 0.0  NNP --> sesame_street
23 0.0  NNP --> tony
22 0.0  NNP --> fred
22 0.0  NNP --> giraffe
22 0.0  NNP --> jl
22 0.0  NNP --> ll
22 0.0  NNP --> may
22 0.0  NNP --> new
22 0.0  NNP --> smith
22 0.0  NNP --> tramp
22 0.0  NNP --> wellfleet
21 0.0  NNP --> april
21 0.0  NNP --> aunt
21 0.0  NNP --> betta
21 0.0  NNP --> cambridge
21 0.0  NNP --> ellie
21 0.0  NNP --> flip
21 0.0  NNP --> goldilocks
21 0.0  NNP --> grandpa
21 0.0  NNP --> humpty_dumpty
21 0.0  NNP --> j_p
21 0.0  NNP --> john
21 0.0  NNP --> kim
21 0.0  NNP --> popeye
20 0.0  NNP --> batman
20 0.0  NNP --> cathy
20 0.0  NNP --> jessie
20 0.0  NNP --> nola
20 0.0  NNP --> pat
20 0.0  NNP --> peanut
20 0.0  NNP --> sweetheart
20 0.0  NNP --> yl
19 0.0  NNP --> francisco
19 0.0  NNP --> grammy
19 0.0  NNP --> patty
19 0.0  NNP --> san
19 0.0  NNP --> sir
19 0.0  NNP --> teppy
19 0.0  NNP --> xl
