utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected
UTT_014364,ELI,1;05.10,EXP,da go pusna li ?,"['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li', '?']","['da', 'go', 'pusna', 'li']",4,Да го пусна ли ?,"['да', 'го', 'пусна', 'ли']",Да го пусна ли ?,Да го пусна ли ?,Да го пусна ли ?
UTT_020315,SIM,1;05.02,SIM,puki [: kupi] .,"['kupi', '.']","['kupi', '.']",['kupi'],1,Пуки [: купи] .,"['пуки', 'купи']",Пуки .,купи .,Купи .
UTT_003693,ALE,1;09.19,ALE,ne shte [: ne shta] kapchici za nos !,"['ne', 'ne', 'shta', 'kapchici', 'za', 'nos', '!']","['ne', 'ne', 'shta', 'kapchici', 'za', 'nos', '!']","['ne', 'ne', 'shta', 'kapchici', 'za', 'nos']",6,Не ще [: не ща] капчици за нос !,"['не', 'ще', 'не', 'ща', 'капчици', 'за', 'нос']",Не ще капчици за нос !,не ща капчици за нос !,Не ща капчици за нос !
UTT_038424,TEF,1;11.04,TEF,dudata .,"['dudata', '.']","['dudata', '.']",['dudata'],1,Дудата .,['дудата'],Дудата .,Дудата .,Дудата .
UTT_002626,ALE,1;07.20,ALE,fiu .,"['fiu', '.']","['fiu', '.']",['fiu'],1,Фиу .,['фиу'],Фиу .,Фиу .,Фиу .
UTT_002049,ALE,1;06.21,ALE,popov .,"['popov', '.']","['popov', '.']",['popov'],1,Попов .,['попов'],Попов .,Попов .,Попов .
UTT_035918,SIM,2;09.26,SIM,ne pileshka.,"['ne', 'pileshka', '.']","['ne', 'pileshka', '.']","['ne', 'pileshka']",2,Не пилешка.,"['не', 'пилешка']",Не пилешка .,Не пилешка .,Не пилешка .
UTT_030712,SIM,2;02.20,PLA,ti njama li da spinkash?,"['ti', 'njama', 'li', 'da', 'spinkas', '?']","['ti', 'njama', 'li', 'da', 'spinkas', '?']","['ti', 'njama', 'li', 'da', 'spinkas']",5,Ти няма ли да спинкаш?,"['ти', 'няма', 'ли', 'да', 'спинкаш']",Ти няма ли да спинкаш ?,Ти няма ли да спинкаш ?,Ти няма ли да спинкаш ?
UTT_008929,BOG,2;01.13,BOG,++ otj kizhkata [: knizhkata] !,"['otj', 'knizhkata', '!']","['otj', 'knizhkata', '!']","['otj', 'knizhkata']",2,++ отй кижката [: книжката] !,"['отй', 'кижката', 'книжката']",отй кижката !,отй книжката !,отй книжката !
UTT_042853,TEF,2;03.24,TEF,az is'kam ochi [: oshte] kuchito !,"['az', ""is'kam"", 'oshte', 'kuchito', '!']","['az', ""is'kam"", 'oshte', 'kuchito', '!']","['az', ""is'kam"", 'oshte', 'kuchito']",4,Аз ис'кам очи [: още] кучито !,"['аз', ""ис'кам"", 'очи', 'още', 'кучито']",Аз ис'кам очи кучито !,Аз ис'кам още кучито !,Аз искам още кучито !
UTT_017689,ELI,1;07.08,EXP,kazhi mi mamo ?,"['kazhi', 'mi', 'mamo', '?']","['kazhi', 'mi', 'mamo', '?']","['kazhi', 'mi', 'mamo']",3,Кажи ми мамо ?,"['кажи', 'ми', 'мамо']",Кажи ми мамо ?,Кажи ми мамо ?,Кажи ми мамо ?
UTT_001783,ALE,1;06.21,ALE,mashina .,"['mashina', '.']","['mashina', '.']",['mashina'],1,Машина .,['машина'],Машина .,Машина .,Машина .
UTT_023907,SIM,1;08.12,KAL,kyde vizhdash koshche ?,"['kyde', 'vizhdash', 'koshche', '?']","['kyde', 'vizhdash', 'koshche', '?']","['kyde', 'vizhdash', 'koshche']",3,Къде виждаш кошче ?,"['къде', 'виждаш', 'кошче']",Къде виждаш кошче ?,Къде виждаш кошче ?,Къде виждаш кошче ?
UTT_034558,SIM,2;07.22,SIM,"onova, deto se mazhem, deto se mazhem.","['onova', ',', 'deto', 'se', 'mazhem', ',', 'deto', 'se', 'mazhem', '.']","['onova', ',', 'deto', 'se', 'mazhem', ',', 'deto', 'se', 'mazhem', '.']","['onova', 'deto', 'se', 'mazhem', 'deto', 'se', 'mazhem']",7,"Онова, дето се мажем, дето се мажем.","['онова', 'дето', 'се', 'мажем', 'дето', 'се', 'мажем']","Онова , дето се мажем , дето се мажем .","Онова , дето се мажем , дето се мажем .","Онова , дето се мажем , дето се мажем ."
UTT_032942,SIM,2;06.02,PLA,mxm.,"['mxm', '.']","['mxm', '.']",['mxm'],1,Мxм.,['мxм'],Мxм .,Мxм .,Мxм .
UTT_007715,ALE,2;04.09,ALE,Tova e Kumba .,"['Tova', 'e', 'Kumba', '.']","['tova', 'e', 'kumba', '.']","['tova', 'e', 'kumba']",3,Това е кумба .,"['това', 'е', 'кумба']",Това е кумба .,Това е кумба .,Това е Кумба .
UTT_011648,ELI,1;02.08,EXP,"Ima syobshtenie ot kosmosa, izvynredno .","['Ima', 'syobshtenie', 'ot', 'kosmosa', ',', 'izvynredno', '.']","['ima', 'syobshtenie', 'ot', 'kosmosa', ',', 'izvynredno', '.']","['ima', 'syobshtenie', 'ot', 'kosmosa', 'izvynredno']",5,"Има сьобщение от космоса, извънредно .","['има', 'сьобщение', 'от', 'космоса', 'извънредно']","Има сьобщение от космоса , извънредно .","Има сьобщение от космоса , извънредно .","Има сьобщение от космоса , извънредно ."
UTT_011711,ELI,1;02.08,EXP,am-am@o .,"['am-am', '.']","['am-am', '.']",['am-am'],1,Ам-ам@о .,"['ам-ам', 'о']",Ам-ам .,Ам-ам .,Ам-ам .
UTT_003038,ALE,1;08.22,ALE,uchi .,"['uchi', '.']","['uchi', '.']",['uchi'],1,Учи .,['учи'],Учи .,Учи .,Учи .
UTT_005275,ALE,1;11.14,VEL,kakvo obichash ?,"['kakvo', 'obichash', '?']","['kakvo', 'obichash', '?']","['kakvo', 'obichash']",2,Какво обичаш ?,"['какво', 'обичаш']",Какво обичаш ?,Какво обичаш ?,Какво обичаш ?
UTT_025733,SIM,1;09.17,KAL,"kakvo vidjaxme, Simonchi ?","['kakvo', 'vidjaxme', ',', 'Simonchi', '?']","['kakvo', 'vidjaxme', ',', 'simonchi', '?']","['kakvo', 'vidjaxme', 'simonchi']",3,"Какво видяxме, симончи ?","['какво', 'видяxме', 'симончи']","Какво видяxме , симончи ?","Какво видяxме , симончи ?","Какво видяxме , симончи ?"
UTT_020149,SIM,1;05.02,SIM,daa !,"['daa', '!']","['daa', '!']",['daa'],1,Даа !,['даа'],Даа !,Даа !,Даа !
UTT_037269,TEF,1;06.22,TEF,da .,"['da', '.']","['da', '.']",['da'],1,Да .,['да'],Да .,Да .,Да .
UTT_020381,SIM,1;05.10,SIM,"bati, bati .","['bati', ',', 'bati', '.']","['bati', ',', 'bati', '.']","['bati', 'bati']",2,"Бати, бати .","['бати', 'бати']","Бати , бати .","Бати , бати .","Бати , бати ."
UTT_001686,ALE,1;06.21,ALE,"mamo, daj !","['mamo', ',', 'daj', '!']","['mamo', ',', 'daj', '!']","['mamo', 'daj']",2,"Мамо, дай !","['мамо', 'дай']","Мамо , дай !","Мамо , дай !","Мамо , дай !"
UTT_032124,SIM,2;05.22,PLA,"oo, Monchi kixa.","['oo', ',', 'Monchi', 'kixa', '.']","['oo', ',', 'monchi', 'kixa', '.']","['oo', 'monchi', 'kixa']",3,"Оо, мончи киxа.","['оо', 'мончи', 'киxа']","Оо , мончи киxа .","Оо , мончи киxа .","Оо , мончи киxа ."
UTT_003663,ALE,1;09.19,ALE,azvai [: razvali] kyshtichkata .,"['razvali', 'kyshtichkata', '.']","['razvali', 'kyshtichkata', '.']","['razvali', 'kyshtichkata']",2,Азваи [: развали] къщичката .,"['азваи', 'развали', 'къщичката']",Азваи къщичката .,развали къщичката .,Развали къщичката .
UTT_037737,TEF,1;08.00,BAB,ne pipaj !,"['ne', 'pipaj', '!']","['ne', 'pipaj', '!']","['ne', 'pipaj']",2,Не пипай !,"['не', 'пипай']",Не пипай !,Не пипай !,Не пипай !
UTT_032385,SIM,2;05.28,PLA,iskash li da broim do pet?,"['iskash', 'li', 'da', 'broim', 'do', 'pe', '?']","['iskash', 'li', 'da', 'broim', 'do', 'pe', '?']","['iskash', 'li', 'da', 'broim', 'do', 'pe']",6,Искаш ли да броим до пет?,"['искаш', 'ли', 'да', 'броим', 'до', 'пет']",Искаш ли да броим до пет ?,Искаш ли да броим до пет ?,Искаш ли да броим до пет ?
UTT_043193,TEF,2;03.24,TEF,ikam .,"['ikam', '.']","['ikam', '.']",['ikam'],1,Икам .,['икам'],Икам .,Икам .,Икам .
UTT_007088,ALE,2;03.12,STE,kakvo e to ?,"['kakvo', 'e', 'to', '?']","['kakvo', 'e', 'to', '?']","['kakvo', 'e', 'to']",3,Какво е то ?,"['какво', 'е', 'то']",Какво е то ?,Какво е то ?,Какво е то ?
UTT_025735,SIM,1;09.17,PLA,koj ?,"['koj', '?']","['koj', '?']",['koj'],1,Кой ?,['кой'],Кой ?,Кой ?,Кой ?
UTT_013156,ELI,1;03.02,EXP,vizh kak mu visi lampata .,"['vizh', 'kak', 'mu', 'visi', 'lampata', '.']","['vizh', 'kak', 'mu', 'visi', 'lampata', '.']","['vizh', 'kak', 'mu', 'visi', 'lampata']",5,Виж как му виси лампата .,"['виж', 'как', 'му', 'виси', 'лампата']",Виж как му виси лампата .,Виж как му виси лампата .,Виж как му виси лампата .
UTT_030553,SIM,2;02.19,SIM,vzemi go.,"['vzemi', 'go', '.']","['vzemi', 'go', '.']","['vzemi', 'go']",2,Вземи го.,"['вземи', 'го']",Вземи го .,Вземи го .,Вземи го .
UTT_031877,SIM,2;05.03,PLA,oo!,['oo!'],['oo!'],['oo!'],1,Оо!,['оо'],Оо !,Оо !,Оо !
UTT_028360,SIM,1;11.18,PLA,tazi shapka e na Kalojancho .,"['tazi', 'shapka', 'e', 'na', 'Kalojancho', '.']","['tazi', 'shapka', 'e', 'na', 'kalojancho', '.']","['tazi', 'shapka', 'e', 'na', 'kalojancho']",5,Тази шапка е на калоянчо .,"['тази', 'шапка', 'е', 'на', 'калоянчо']",Тази шапка е на калоянчо .,Тази шапка е на калоянчо .,Тази шапка е на калоянчо .
UTT_006429,ALE,2;03.12,ALE,"ne, njama touta .","['ne', ',', 'njama', 'touta', '.']","['ne', ',', 'njama', 'touta', '.']","['ne', 'njama', 'touta']",3,"Не, няма тоута .","['не', 'няма', 'тоута']","Не , няма тоута .","Не , няма тоута .","Не , няма тоута ."
UTT_021643,SIM,1;06.19,SIM,pakovka [: praskovka] .,"['praskovka', '.']","['praskovka', '.']",['praskovka'],1,Паковка [: прасковка] .,"['паковка', 'прасковка']",Паковка .,прасковка .,Прасковка .
UTT_006703,ALE,2;03.12,VEL,"a, vytre e prazna !","['a', ',', 'vytre', 'e', 'prazna', '!']","['a', ',', 'vytre', 'e', 'prazna', '!']","['a', 'vytre', 'e', 'prazna']",4,"А, вътре е празна !","['а', 'вътре', 'е', 'празна']","А , вътре е празна !","А , вътре е празна !","А , вътре е празна !"
UTT_001522,ALE,1;05.08,ALE,ikash li ?,"['ikash', 'li', '?']","['ikash', 'li', '?']","['ikash', 'li']",2,Икаш ли ?,"['икаш', 'ли']",Икаш ли ?,Икаш ли ?,Икаш ли ?
UTT_029602,SIM,2;01.25,SIM,Kaljancho [: Kalojancho] zaspa li?,"['Kalojancho', 'zaspa', 'l', '?']","['kalojancho', 'zaspa', 'l', '?']","['kalojancho', 'zaspa', 'l']",3,Калянчо [: калоянчо] заспа ли?,"['калянчо', 'калоянчо', 'заспа', 'ли']",Калянчо заспа ли ?,калоянчо заспа ли ?,Калоянчо заспа ли ?
UTT_043119,TEF,2;03.24,TEF,tojta [: tvojata] gava [: glava] chupja [: shte schupja] !,"['tvojata', 'glava', 'shte', 'schupja', '!']","['tvojata', 'glava', 'shte', 'schupja', '!']","['tvojata', 'glava', 'shte', 'schupja']",4,Тойта [: твоята] гава [: глава] чупя [: ще счупя] !,"['тойта', 'твоята', 'гава', 'глава', 'чупя', 'ще', 'счупя']",Тойта гава чупя !,твоята ще счупя !,Твоята глава счупя !
UTT_030114,SIM,2;02.14,SIM,"au, tezi chorapi mnogo krasivi sa!","['au', ',', 'tezi', 'chorapi', 'mnogo', 'krasivi', 'sa!']","['au', ',', 'tezi', 'chorapi', 'mnogo', 'krasivi', 'sa!']","['au', 'tezi', 'chorapi', 'mnogo', 'krasivi', 'sa!']",6,"Ау, тези чорапи много красиви са!","['ау', 'тези', 'чорапи', 'много', 'красиви', 'са']","Ау , тези чорапи много красиви са !","Ау , тези чорапи много красиви са !","Ау , тези чорапи много красиви са !"
UTT_023913,SIM,1;08.12,KAL,molja .,"['molja', '.']","['molja', '.']",['molja'],1,Моля .,['моля'],Моля .,Моля .,Моля .
UTT_015103,ELI,1;05.25,EXP,kakva xubava grivna ima .,"['kakva', 'xubava', 'grivna', 'ima', '.']","['kakva', 'xubava', 'grivna', 'ima', '.']","['kakva', 'xubava', 'grivna', 'ima']",4,Каква xубава гривна има .,"['каква', 'xубава', 'гривна', 'има']",Каква xубава гривна има .,Каква xубава гривна има .,Каква xубава гривна има .
UTT_032989,SIM,2;06.02,SIM,shetam.,"['shetam', '.']","['shetam', '.']",['shetam'],1,Шетам.,['шетам'],Шетам .,Шетам .,Шетам .
UTT_027326,SIM,1;10.16,SIM,eto go balana [: banana] .,"['eto', 'go', 'banana', '.']","['eto', 'go', 'banana', '.']","['eto', 'go', 'banana']",3,Ето го балана [: банана] .,"['ето', 'го', 'балана', 'банана']",Ето го балана .,Ето го банана .,Ето го банана .
UTT_038871,TEF,1;11.25,TEF,daj nochi [: nozhche] !,"['daj', 'nozhche', '!']","['daj', 'nozhche', '!']","['daj', 'nozhche']",2,Дай ночи [: ножче] !,"['дай', 'ночи', 'ножче']",Дай ночи !,Дай ножче !,Дай ножче !
UTT_020785,SIM,1;05.18,SIM,"ginge [: gyrne], gyre [: gyrne], gyre [: gyrne], gyre [: gyrne] .","['gyrne', ',', 'gyrne', ',', 'gyrne', ',', 'gyrne', '.']","['gyrne', ',', 'gyrne', ',', 'gyrne', ',', 'gyrne', '.']","['gyrne', 'gyrne', 'gyrne', 'gyrne']",4,"Гинге [: гърне], гъре [: гърне], гъре [: гърне], гъре [: гърне] .","['гинге', 'гърне', 'гъре', 'гърне', 'гъре', 'гърне', 'гъре', 'гърне']","Гинге , гъре , гъре , гъре .",гърне гърне гърне гърне .,"Гърне , гърне , гърне , гърне ."
UTT_044159,TEF,2;05.25,TEF,da .,"['da', '.']","['da', '.']",['da'],1,Да .,['да'],Да .,Да .,Да .
UTT_010912,ELI,1;01.29,DAN,ne .,"['ne', '.']","['ne', '.']",['ne'],1,Не .,['не'],Не .,Не .,Не .
UTT_038461,TEF,1;11.04,BAB,ne e li gadno ?,"['ne', 'e', 'li', 'gadno', '?']","['ne', 'e', 'li', 'gadno', '?']","['ne', 'e', 'li', 'gadno']",4,Не е ли гадно ?,"['не', 'е', 'ли', 'гадно']",Не е ли гадно ?,Не е ли гадно ?,Не е ли гадно ?
UTT_012286,ELI,1;02.17,EXP,Ela !,"['Ela', '!']","['ela', '!']",['ela'],1,Ела !,['ела'],Ела !,Ела !,Ела !
UTT_039340,TEF,1;11.25,TEF,njama Teche veche paj [: da pravi] taka !,"['njama', 'Teche', 'veche', 'da', 'pravi', 'taka', '!']","['njama', 'teche', 'veche', 'da', 'pravi', 'taka', '!']","['njama', 'teche', 'veche', 'da', 'pravi', 'taka']",6,Няма тече вече пай [: да прави] така !,"['няма', 'тече', 'вече', 'пай', 'да', 'прави', 'така']",Няма тече вече пай така !,Няма тече да прави така !,Няма Тече вече прави така !
UTT_012208,ELI,1;02.17,DAN,"go, go [: topka] .","['go', ',', 'topka', '.']","['go', ',', 'topka', '.']","['go', 'topka']",2,"Го, го [: топка] .","['го', 'го', 'топка']","Го , го .","Го , топка .","Топка , топка ."
UTT_032645,SIM,2;06.00,PLA,"taka li, mamo?","['taka', 'li', ',', 'mam', '?']","['taka', 'li', ',', 'mam', '?']","['taka', 'li', 'mam']",3,"Така ли, мамо?","['така', 'ли', 'мамо']","Така ли , мамо ?","Така ли , мамо ?","Така ли , мамо ?"
UTT_019947,SIM,1;04.25,SIM,"cici, cicii, cicii, cicii, cicii !","['cici', ',', 'cicii', ',', 'cicii', ',', 'cicii', ',', 'cicii', '!']","['cici', ',', 'cicii', ',', 'cicii', ',', 'cicii', ',', 'cicii', '!']","['cici', 'cicii', 'cicii', 'cicii', 'cicii']",5,"Цици, циции, циции, циции, циции !","['цици', 'циции', 'циции', 'циции', 'циции']","Цици , циции , циции , циции , циции !","Цици , циции , циции , циции , циции !","Цици , циции , циции , циции , циции !"
